theorem_id,phase_heading,name,statement,key_values
T588,Phase XLI — Automorphism & Orbit Counting (T576–T590),Counting Identities,V·K = 2E; k(k−1−λ) = (V−1−k)μ,Handshaking & double-counting
T589,Phase XLI — Automorphism & Orbit Counting (T576–T590),Non-Self-Complementary,K=12 ≠ V−1−K=27; diff = −g,Complement valency = ALBERT
T590,Phase XLI — Automorphism & Orbit Counting (T576–T590),Stabilizer Cascade,All stabs from master (V−μ)² = 1296,Single source for all symmetry orders
T591,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Spanning Trees,τ = 2 81 ·5 23 (Kirchhoff),Exponents q 4 and V−1−K−μ
T592,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Adjacency Determinant,det(A) = −3·2 56,56 = 2(V−K); sign from odd g
T593,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Ihara Discriminants,Δ r = −V; Δ s = −(V−K),Zeta function knows vertex count!
T594,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Ramanujan Property,|s| = 4 ≤ 2√(K−1) ≈ 6.63,Spectral gap = DIM_O = 8
T595,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Hoffman Polynomial,H(x) = (x−r)(x−s)/μ; H(K) = V,Denominator is μ
T596,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Graph Energy,∑|λ| = E/2 = 120,Energy = half the edges
T597,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Minimal Polynomial,x³ − 10x² − 32x + 96,"Coefficients: Θ, 2(K+|s|), K·DIM_O"
T598,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Resolvent Trace,Tr(A −1 ) = N²/q = 25/3,Resolvent knows N and q
T599,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Triangle Count,160 = V·μ = V·K·λ/6,Triangles = flags of GQ
T600,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Walk Counts,"w 2 =K, w 3 =2K=f",Closed walks encode multiplicities
T601,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),SRG Matrix Identity,A² = μJ + DIM_O·I − 2A,Fundamental matrix equation
T602,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Eigenvalue Algebra,rs = μ−K = −DIM_O; r+s = λ−μ,Vieta formulas from SRG
T603,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Min Poly Coefficients,"|c 1 |=Θ, c 3 =K·DIM_O",c 1 ·c 3 = V·f
T604,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Spectral Gaps,"K−r=Θ, r−s=2q, K−s=16",Gaps encode all parameters
T605,Phase XLII — Polynomial Invariants & Spectral Algebra (T591–T605),Vandermonde Product,(K−r)(K−s)(r−s) = V·f = 960,Spectral gap product = V·f
T606,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Distance Matrix,"D = 2J−2I−A; eigenvalues 66, s, r","All distances 0, 1, or 2"
T607,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Eigenvalue Swap,Distance matrix swaps r ↔ s,x → −2−x is involution
T608,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Wiener Index,W = V(V−1)−E = 1320,Total distance sum
T609,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Average Distance,d̄ = 22/Φ 3 = 22/13,Cyclotomic denominator
T610,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Distance Determinant,det(D) = 3·11·2 64,Exponent 64 = 2f+g+1
T611,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Complement Eigenvalues,"q³=27, ±q=±3 (all q-powers!)",Complement speaks only in q
T612,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Complement Determinant,det(Ā) = q 42 = 3 42,Pure prime power determinant
T613,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Seidel Eigenvalues,"g=15, −N=−5, Φ 6 =7",ALL key constants as eigenvalues!
T614,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Seidel Energy,∑|s i | = E = 240,Seidel energy = edge count
T615,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Seidel Determinant,q·N 25 ·Φ 6 g,Three single-digit primes
T616,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Transmission & Harary,T(v)=66=6(K−1); H=510,Vertex-transitive distances
T617,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Seidel Traces,"Tr(S)=0, Tr(S²)=V(V−1)",S 2 ii = V−1
T618,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Eigenvalue Dictionary,Every constant is a matrix eigenvalue,Complete spectral encoding
T619,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Matrix Linear Span,"D, Ā, S, L all in span{I,A,J}",Bose-Mesner algebra dim 3
T620,"Phase XLIII — Distance, Complement & Seidel Algebra (T606–T620)",Determinant Catalog,det(A)=−3·2 56 ; det(Ā)=q 42,All dets from 5 numbers
T621,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Line Graph Basics,"E=240 vertices, 22-regular, eigs {22,K,2q,−2}",Line graph is K-eigenvalued
T622,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Whitney Uniqueness,Extra mult E−V = DIM_O·N² = 200,V>6: L(G) determines G
T623,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Spectral Gaps,"Gaps = Θ, 2q, DIM_O; sum = f",Consecutive gaps encode constants
T624,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Line Number Theory,"Sum = V−r; halves = {K−1, 2q, q, −1}",K−1 = 11 is prime
T625,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Incidence SVD,"BB T eigs {f, 14, DIM_O}","Singular values √f, √14, √DIM_O"
T626,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Signless Laplacian,"Q eigs = {f, 14, DIM_O}",Q = BB T for regular graphs
T627,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Normalized Laplacian,"Eigenvalues 0, 5/6, 4/3","Product exponents: 2q, f, V−1"
T628,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Algebraic Connectivity,a(G) = Θ = 10; Fiedler mult = f,Gap controls mixing
T629,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Cheeger Bounds,Θ/2 = N ≤ h ≤ K/2,Isoperimetric from SRG
T630,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Random Walk Eigenvalues,"P eigs: 1, 1/6, −1/3",Transition matrix = A/K
T631,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Random Walk Dynamics,SLEM = 1/q; gap = (q−1)/q,Relaxation = q/(q−1) = 3/2
T632,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Kirchhoff & Kemeny,Kf = 267/2; Kemeny = 267/80,Resistance distance
T633,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Energy Equality,LE = GE = QE = E/2 = 120,Three energies equal!
T634,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Subdivision Graph,"±√f, ±√14, ±√DIM_O, 0",S(G) encodes √DIM_O
T635,"Phase XLIV — Line Graph, Random Walk & Derived Structures (T621–T635)",Total Graph Rationality,"disc(s) = 8² → eigs 1, −Φ 6",Integer from perfect square
T636,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Girth = Field Order,girth = Q = 3,Smallest cycle = GF(q) order
T637,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Triangle Count,C&sub3 = V·μ = 160,Triangles from λ
T638,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Four-Cycle Count,C&sub4 = 1740 (two derivations),Pairs & eigenvalue formulas agree
T639,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Walk-4 Decomposition,w&sub4 = 24960 = V·624,K² + Kλ² + ALBERT·μ²
T640,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Cycle Space,dim = E−V+1 = 201 = Q·67,67 is prime
T641,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Cut-Cycle Duality,cut + cycle = E = 240,V−1 = Q·Φ&sub3
T642,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Fractional Chromatic,χ f = V/α = μ = 4,= ω = clique number
T643,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Lovász Theta,ϑ(G) = α = 10 (tight),SDP bound achieved
T644,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Complement Theta,ϑ(&Gbar) = ω = 4; α·ω = V,Sandwich theorem equality
T645,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",LP Duality,χ f ·α = V; fcc = α,Vertex-transitive duality
T646,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Flow Number,φ ≤ μ = 4 (Jaeger),κ′ = K = 12 ≥ 4
T647,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Cheeger Identity,2K·Θ = E = 16g,Θ/2 = N ≤ h ≤ √E
T648,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",K·Θ = DIM_O·g,120 = E/2 = 5!,Degree × connectivity = N!
T649,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Genus Bounds,21 ≤ γ ≤ 100 = μ·N²,Max genus from cycle space
T650,"Phase XLV — Chromatic, Flow & Combinatorial Algebra (T636–T650)",Vertex Expansion,(V−α)/α = Q; product = Q³,Expansion × complement = ALBERT
T651,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),det(P) = −E,(s−r)·V = −240,Eigenmatrix encodes edge count
T652,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Dual Eigenmatrix Q,"Q&sub1&sub1 = μ, Q&sub2&sub1 = −N",MU and pentad in Q
T653,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Eigenmatrix Duality,det(P)·det(Q) = V³,P·Q = V·I
T654,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Intersection Numbers R&sub1,p¹&sub1&sub2 = Q² = 9,Non-common neighbors = Q²
T655,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Intersection Numbers R&sub2,p²&sub1&sub2 = DIM_O = 8,p&sub2&sub2 universal = 18
T656,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Complement Isotropy,λ̄ = μ̄ = 18; eigs ±Q,"Complement: SRG(40,27,18,18)"
T657,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Hoffman Bounds,"α = V(−s)/(K−s), ω = 1−K/s",Both bounds tight
T658,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Krein Conditions,"Both satisfied, neither tight",|rs| = DIM_O
T659,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Seidel Energy,SE = α(2K+1) = 2N³ = 250,SE − E = α
T660,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Walk Ratio,w&sub3/w&sub2 = λ = 6μ/K,Triangle density identity
T661,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Eigenvalue Equation,x² + (μ−λ)x + (μ−K) = 0,disc = (r−s)² = 36
T662,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Multiplicity Algebra,f/g = DIM_O/N; f−g = Q²,f·g = V·Q²
T663,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Laplacian Ratio,Θ/(K−s) = N/DIM_O = 5/8,K−s = 2·DIM_O
T664,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Spanning Tree Exponents,2 Q&sup4 ·5 ALBERT−μ ; sum = DIM_O·Φ&sub3,Exponents from SRG anatomy
T665,Phase XLVI — Association Scheme Algebra & Eigenmatrix Anatomy (T651–T665),Spectral Orthogonality,K² + fr² + gs² = VK,Three trace identities
T666,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Clique Geometry,ω = μ = q+1 = 4; |max cliques| = V,"Sp(4,3) isotropic lines"
T667,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Edge-Clique Partition,"V·C(ω,2) = E = 240",Every edge in unique max clique
T668,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Vertex-Clique Incidence,K/(ω−1) = μ; λ = ω−2,Neighborhood = μ triangles
T669,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Incidence Matrix Spectrum,B T B = μI + A; rank = N²,μ+s = 0 gives nullity g
T670,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Fractional Chromatic Duality,"χ f = ω, χ f (Ā) = α; product = V",Dual coloring numbers
T671,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Ramanujan Property,"r², s² ≤ 4(K−1) = 44",All Ihara poles on |u| = 1/√(K−1)
T672,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Ihara Zeta Discriminants,disc r = −V; disc s = −ωΦ&sub6,Exponent E−V = V·N
T673,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Algebraic Connectivity,K−r = Θ = α = 10,Cheeger lower = N = 5
T674,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Expansion Ratio,"K/max(|r|,|s|) = q; gap = DIM_O",Spectral gap = 8
T675,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Normalized Laplacian,"5/6, 4/3; sum = Φ&sub3/6; prod = α/q²",Cyclotomic fractions
T676,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Graph Energy,E/2 = V·q = K·α = 120,Four equivalent energy forms
T677,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Heat Kernel Anatomy,Z′′(0) = 2E·Φ&sub3; f(K−r) = g(K−s) = E,Balanced Laplacian trace
T678,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Spectral Determinant,det(A) = −q·2 DIM_O·Φ&sub6,2-exponent 56 = 8×7
T679,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Char Poly Evaluations,p(1) = −(K−1)N g ; p(q) = −q²Φ&sub6 g,1−s = N; q−s = Φ&sub6
T680,"Phase XLVII — Clique Geometry, Ramanujan Property & Spectral Energy (T666–T680)",Complement Triangle Count,C&sub3(Ā) = 3240; ratio = q&sup4/ω,Mixed = 6480
T681,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Weyl Group Identity,|Aut| = |W(E&sub6)| = 51840 = 2&sup7·3&sup4·5,Exceptional symmetry
T682,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),E&sub6 Exponents,"{1,μ,N,Φ&sub6,DIM_O,K−1}; ∏(e+1) = |W|",SRG constants = exponents
T683,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Exponent Duality,"m i +m 5−i = h = K; (μ,DIM_O), (N,Φ&sub6)",Coxeter duality
T684,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),E&sub6 Degrees,"{λ,N,r−s,DIM_O,q²,K}; sum = V+λ",deg = exp+1
T685,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Coxeter & Dimension,h = K = 12; dim = 2V−λ = 78,E&sub6 geometry
T686,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Root System,|Δ⊃+| = (r−s)² = 36; |Δ| = 72,Positive roots
T687,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Stabilizer Powers,vtx = (r−s)&sup4; edge = (r−s)³ = ALBERT·DIM_O,Orbit factorizations
T688,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Orbit Stabilizers,non-edge = (K−s)(r−s); flag = ω·ALBERT,96 and 108
T689,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Weyl Chain,|W(E&sub7)|/|W(E&sub6)| = 56; |W(E&sub8)|/|W(E&sub7)| = E,E&sub6→E&sub7→E&sub8
T690,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),27 Lines,K̄ = ALBERT = 27; non-nbr degree = DIM_O,Cubic surface lines
T691,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Non-neighbor Edges,ALBERT·DIM_O/2 = 108 = ω·ALBERT,27-vertex subgraph
T692,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Transmission,dim(E&sub6)−K = 66; avg dist = 2(K−1)/Φ&sub3,Distance geometry
T693,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Wiener Index,V(2V−2−K)/2 = 1320 = DIM_O·N·q·(K−1),Sum of all distances
T694,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Golay Code,"length=f, dim=K, min dist=DIM_O; 759 blocks","S(5,8,24) from SRG"
T695,Phase XLVIII — Weyl Group W(E&sub6) & Exceptional Arithmetic (T681–T695),Leech Lattice Ratio,196560/E = q²·Φ&sub6·Φ&sub3 = 819,Leech from edge count
